,Title,Artist,Album,Audio_Filename,Lyrics,Category,Cluster
670,Gloria: In Excelsis Deo/Gloria,"Smith, Patti",Horses,786.mp3,"Jesus died for somebody's sins but not mine 
Meltin' in a pot of thieves 
Wild card up my sleeve 
Thick heart of stone 
My sins my own 
They belong to me, me 

People say beware! 
But I don't care 
The words are just 
Rules and regulations to me, me 

I-I walk in a room, you know I look so proud 
I'm movin' in this here atmosphere, where anything's allowed 
And I go to this here party and I just get bored 
Until I look out the window, see a sweet young thing 
Humpin' on the parking meter, leanin' on the parking meter 
Oh, she looks so good, oh, she looks so fine 
And I got this crazy feeling and then I'm gonna ah-ah make her mine 
Ooh I'll put my spell on her 

Here she comes 
Walkin' down the street 
Here she comes 
Comin' through my door 
Here she comes 
Crawlin' up my stair 
Here she comes 
Waltzin' through the hall 
In a pretty red dress 
And oh, she looks so good, oh, she looks so fine 
And I got this crazy feeling that I'm gonna ah-ah make her mine 

And then I hear this knockin' on my door 
Hear this knockin' on my door 
And I look up into the big tower clock 
And say, &quot;Oh my God, here's midnight!&quot; 
And my baby is walkin' through the door 
Leanin' on my couch she whispers to me and I take the big plunge 
And oh, she was so good and oh, she was so fine 
And I'm gonna tell the world that I just ah-ah made her mine 

And I said darling, tell me your name, she told me her name
She whispered to me, she told me her name 
And her name is, and her name is, and her name is, and her name is G-L-O-R-I-A
G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria
G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria

I was at the stadium 
There were twenty thousand girls called their names out to me 
Marie and Ruth but to tell you the truth 
I didn't hear them I didn't see 
I let my eyes rise to the big tower clock 
And I heard those bells chimin' in my heart 
Going ding dong ding dong ding dong ding dong. 
Ding dong ding dong ding dong ding dong 
Counting the time, then you came to my room 
And you whispered to me and we took the big plunge 
And oh. You were so good, oh, you were so fine 
And I gotta tell the world that I make her mine make her mine 
Make her mine make her mine make her mine make her mine 

G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria,
G-L-O-R-I-A Gloria

And the tower bells chime, &quot;ding dong&quot; they chime 
They're singing, &quot;Jesus died for somebody's sins but not mine.&quot; 

Gloria G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria G-L-O-R-I-A,
Gloria G-L-O-R-I-A, G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria
G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria,
G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria,
G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria G-L-O-R-I-A Gloria.
 ",whimsical,Cluster 4
671,Rebel Without a Pause,Public Enemy,It Takes a Nation of Millions to Hold Us Back,788.mp3,"Yes - the rhythm, the rebel
Without a pause - I'm lowering my level
The hard rhymer - where you never been I'm in
You want stylin' - you know it's time again
D the enemy - tellin you to hear it
They praised the music - this time they play the lyrics
Some say no to the album, the show
Bum rush the sound I made a year ago
I guess you know - you guess I'm just a radical
Not a sabbatical - yes to make it critical
The only part your body should be parting to
Panther power on the hour from the rebel to you

Radio - suckers never play me
On the mix - just O.K. me
Now known and grown when they're clocking my zone it's known
Snakin' and takin' everything that a brother owns
Hard - my calling card
Recorded and orderd - supporter of Chesimard
Loud and proud kickin' live next poet supreme
Loop a troop, bazooka, the scheme
Flavor - a rebel in his own mind
Supporter of my rhyme
Designed to scatter a line of suckers who claim I do crime

Terminator X

From a rebel it's final on black vinyl
Soul, rock and roll comin' like a rhino
Tables turn - suckers burn to learn
They can't dis-able the power of my label
Def Jam - tells you who I am
The enemy's public - they really give a damn
Strong Island - where I got 'em wild and
That's the reason they're claimin' that I'm violent
Never silent - no dope gettin' dumb nope
Claimin' where we get our rhythm from
Number one - we hit ya and we give ya some
No gun - and still never on the run
You wanna be an S.1 - Griff will tell you when
And then you'll come - you'll know what time it is
Impeach the president - pullin' out the ray-gun
Zap the next one - I could be you're Sho-gun
Suckers - don't last a minute
Soft and smooth - I ain't with it
Hardcore - rawbone like a razor
I'm like a lazer - I just won't graze ya
Old enough to raise ya - so this will faze ya
Get it right boy and maybe I will praise ya
Playin' the role I got soul too
Voice my opinion with volume
Smooth - no what I am
Rough - cause I'm the man

No matter what the name - we're all the same
Pieces in one big chess game
Yeah - the voice of power
Is in the house - go take a shower boy
P.E. a group, a crew - not singular
We were black Wranglers
We're rap stranglers
You can't angle us - I know you're listenin'
I caught you pissin' in you're pants
You're scared of us dissin' us
The crowd is missin' us
We're on a mission boy

Terminator X

Attitude - when I'm on fire
Juice on the loose - electric wire
Simple and plain - give me the lane
I'll throw it down your throat like Barkley
See the car keys - you'll never get these
They belong to the 98 posse
You want some more son - you wanna get some
Rush the door on a store - pick up the album
You know the rhythm, the rhyme plus the beat is designed
So I can enter your mind - Boys
Bring the noise - my time
Step aside for the flex - Terminator X",Witty,Cluster 4
672,Come to Daddy,Aphex Twin,Come to Daddy EP,791.mp3,"I want your soul,
I will eat your soul.
...I want your soul,
I will eat your soul.
...I want your soul,
I will eat your soul.
...I want your soul,
I will eat your soul...
(Come) to daddy.
Come to daddy.
Come to daddy.
Come to daddy.
Come to daddy.
Come to daddy.
Come to daddy.
Come to daddy.
I want your soul,
I want your soul,
I want your soul,

(.....Scream.....)
 ",Witty,Cluster 4
673,House of the Rising Sun,Animals,Best of the Animals [ABKCO],794.mp3,"There is a house in New Orleans
They call the Rising Sun
And it's been the ruin of many a poor boy
And God I know I'm one

My mother was a tailor
She sewed my new bluejeans
My father was a gamblin' man
Down in New Orleans

Now the only thing a gambler needs
Is a suitcase and trunk
And the only time he's satisfied
Is when he's on a drunk

Oh mother tell your children
Not to do what I have done
Spend your lives in sin and misery
In the House of the Rising Sun

Well, I got one foot on the platform
The other foot on the train
I'm goin' back to New Orleans
To wear that ball and chain

Well, there is a house in New Orleans
They call the Rising Sun
And it's been the ruin of many a poor boy
And God I know I'm one
 ",Witty,Cluster 4
674,California Über Alles,Dead Kennedys,Fresh Fruit for Rotting Vegetables,797.mp3,"I am governor Jerry Brown
My aura smiles
And never frowns
Soon I will be president!

Carter power will soon go away
I will be F hrer one day
I will command all of you
Your kids will meditate in school [x2]

California!  ber alles!
California!  ber alles!
 ber alles! California!
 ber alles! California!

Zen fascists will control you
100% natural
You will jog for the master race
And always wear the happy face
Close your eyes, can't happen here
Big bro' on white horse is near
The hippies won't come back you say
Mellow out or you will pay [x2]

California!  ber alles!
California!  ber alles!
 ber alles! California!
 ber alles! California!

Now it is 1984
Knock! knock! at your front door
It's the suede/denim secret police
They have come for your uncool niece

Come quietly to the camp
You'd look nice as a drawstring lamp
Don't you worry, it's only a shower
For your clothes here's a pretty flower!

Die on organic poison gas
Serpent's egg's already hatched
You will croak, you little clown!
When you mess with president Brown [x2]

California!  ber alles!
California!  ber alles!
 ber alles! California!
 ber alles! California!
 ",Witty,Cluster 4
675,Isolation,Joy Division,Closer,798.mp3,"In fear every day, every evening,
He calls her aloud from above,
Carefully watched for a reason,
Painstaking devotion and love,
Surrendered to self preservation,
From others who care for themselves.
A blindness that touches perfection,
But hurts just like anything else.

Isolation, isolation, isolation.

Mother I tried please believe me,
I'm doing the best that I can.
I'm ashamed of the things I've been put through,
I'm ashamed of the person I am.

Isolation, isolation, isolation.

But if you could just see the beauty,
These things I could never describe,
These pleasures a wayward distraction,
This is my one lucky prize.

Isolation, isolation, isolation, isolation, isolation.
 ",Witty,Cluster 4
676,Cool Drink of Water Blues,"Johnson, Tommy [1]",Complete Recorded Works (1928-1929),799.mp3,"I asked for water
Then she give me gasoline
I'd ask for water
Gave me gasoline
I asked for water
Then she give me gasoline
Lord, Good Lordy, Lord

Cried, Lord I wonder
Will I ever get back home?
Cried, Lord I wonder
Will I ever get back home?
Lord, Good Lordy, Lord

I went to the depot
Looked upon the board
I looked all over
How long had this eastbound
Train been gone?

He done taken your faror
Blown his smoke on you
He done taken yo'r
Blow'd the smoke on you
Lord, Good Lordy, Lord

Lord, I ask the conductor
'Could I ride the blind?'
'Wanna know could a broke man
Ride the blinds'
'Son, buy yo' ticket, buy yo' ticket
'Cause this train ain't none of mine

'Son, buy yo' ticket
Train ain't none of mine'
'Son, buy yo' ticket
'Son, this train ain't none of mine'
Lord, Good Lordy, Lord

'Train is none of mine'.
 ",Witty,Cluster 4
677,Complete Control,Clash,Clash [US],800.mp3,"They said release 'Remote Control'
But we didn't want it on the label
They said, ""Fly to Amsterdam""
The people laughed but the press went mad

Ooh ooh ooh someone's really smart
Ooh ooh ooh complete control, that's a laugh

On the last tour my mates couldn't get in
I'd open up the back door but they'd get run out again
At every hotel we was met by the Law
Come for the party - come to make sure!

Ooh ooh ooh have we done something wrong?
Ooh ooh ooh complete control, even over this song

They said we'd be artistically free
When we signed that bit of paper
They meant let's make a lotsa mon-ee
An' worry about it later

Ooh ooh ooh I'll never understand
Ooh ooh ooh complete control - lemme see your other hand!

All over the news spread fast
They're dirty, they're filthy
They ain't gonna last!

This is Joe Public speaking
I'm controlled in the body, controlled in the mind

Total
See-o-n control - that means you!
 ",Witty,Cluster 4
678,Come on in My Kitchen,"Johnson, Robert [01]",Roots of Taj Mahal,802.mp3,"Mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm
Mmm mmm mmm mmm mmm mmm mmm mmm mmm mmm

You better come on in my kitchen, it's goin' to be rainin' outdoors
Ah, the woman I love, took from my best friend, some joker got lucky, stole her back again
You better come on in my kitchen, it's goin' to be rainin' outdoors
 

Ohah, she's gone, I know she won't come back
I've taken the last nickel out of her nation sack
You better come on in my kitchen, it's goin' to be rainin' outdoors
(spoken: oh, can't you hear that wind howl?)
Oh y', can't you hear that wind would howl?
You better come on in my kitchen, it's goin' to be rainin' outdoors

When a woman gets in trouble, everybody throws her down
  
Lookin' for her good friend, none can be found
You better come on in my kitchen, it's goin' to be rainin' outdoors
Winter time's comin', it's gon' be slow
You can't make the winter, babe, that's dry long so
You better come on in my kitchen, 'cause it's goin' to be rainin' outdoors
 ",Witty,Cluster 4
679,Way I Am,Eminem,Marshall Mathers LP,803.mp3,"Whatever 
Dre just let it run 
Ah-yo turn the beat up a little bit 
Ah-yo  this song is for anyone 
Fuck it just shut up and listen 

Ah-yo 
I sit back with this pack of zigzags 
And this bag of this weed 
It gives me the shit needed to be 

The most meanest MC on this   on this earth 
'Cause since birth I've been cursed with this curse to just curse 
And just blurt this bezerk and bizarre shit that works 
And it sells and it helps in its self 

To relieve all this tension dispensing me 
Sentence is getting it, stress has been eating me recently 
Off my chest and I rest to get peacefully 
But at least have the decency in you to leave me alone 

When you freaks see me out in the streets when I'm eating or feedin' my daughter 
To not come and speak to me 
I don't know you and no I don't owe you a motherfuck anything 
I'm not Mr. NSYNC and I'm not what your friends think 

I'm not Mr. Friendly 
I can be a prick, if you tempt me my tank is on empty 
No patience is in me and if you offend me I'm lifting you ten feet 
In the air, I don't care who was there and who saw me destroy you 

Go call you a lawyer file you a lawsuit 
I'll smile in the courtroom and buy you a wardrobe 
I'm tired of all you - I don't mean to be mean but it's all I can be 
It's just me 

[Chorus]
And I am 
Whatever you say I am 
If I wasn't, then why would I say I am? 
In the papers, the news, everyday I am 
Radio won't even play my jam 
'Cause I am 
Whatever you say I am 
If I wasn't, then why would I say I am? 
In the papers, the news, everyday I am 
I don't know it's just the way I am 

Sometimes I just feel like my father, I hate to be bothered 
With all of this nonsense it's constant 
And ""oh it's his lyrical content!"" 
The song ""Guilty Conscience"" has gotten such rotten responses 

And all of this controversy circles me 
And it seems like the media immediately points a finger at me 
So I point one back at 'em 
But not the index or the pinky or the ring or the thumb 

It's the one you put up when you don't give a fuck 
When you won't just put up with the bullshit they pull 
'Cause they full of shit too 
When a dude's gettin bullied and shoots up his school 

And they blame it on Marilyn - and the heroin 
Where were the parents at? 
And look at where it's at middle America 
Now it's a tragedy 

Now it's so sad to see 
An upper class city having this happening 
Then attack Eminem cause I rap this way 
But I'm glad cause they feed me the fuel 
That I need for the fire to burn and it's burnin' and I have returned 

[Chorus]

I'm so sick and tired of being admired 
That I wish that I would just die or get fired 
And drop from my label and stop with the fables 
I'm not gonna be able to top on ""my name is"" 

And pigeon holdin' to some poppy sensations 
They cop me rotation at Rock 'N' Roll stations 
And I just do not have the patience 
To deal with these cocky Caucasians 

Who think I'm some wigga who just tries to be black 
'Cause I talk with an accent and grab on my balls 
So they always keep asking the same fucking questions 
What school did I go to? 

What hood I grew up in? 
The why? The who, what? 
When and where and the how? 
'Til I'm grabbing my hair and I'm tearing it out 

You've been driving me crazy, I can't take it 
I'm racing, I'm pacing, I stand and I sit 
And I'm thankful for every fan that I get 
But I can't take a shit in the bathroom 

Without someone standing by it 
No I won't sign your autograph 
You can call me an asshole 
I'm glad cause 

[Chorus]
 ",Witty,Cluster 4
